Row ID,Order ID,Order Date,Customer ID,Customer Name,Country,City,State,Postal Code,Retail Sales People,Product ID,Category,Sub-Category,Product Name,Returned,Sales,Quantity,Discount,Profit
28,US-2015-150630,9/17/2015,TB-21520,Tracy Blumstein,United States,Philadelphia,Pennsylvania,19140,Chuck Magee,FUR-BO-10004834,Furniture,Bookcases,"Riverside Palais Royal Lawyers Bookcase, Royale Cherry Finish",0,3083.43,7,0.5,-1665.05
29,US-2015-150630,9/17/2015,TB-21520,Tracy Blumstein,United States,Philadelphia,Pennsylvania,19140,Chuck Magee,OFF-BI-10000474,Office Supplies,Binders,Avery Recycled Flexi-View Covers for Binding Systems,0,9.62,2,0.7,-7.05
31,US-2015-150630,9/17/2015,TB-21520,Tracy Blumstein,United States,Philadelphia,Pennsylvania,19140,Chuck Magee,OFF-EN-10001509,Office Supplies,Envelopes,Poly String Tie Envelopes,0,3.26,2,0.2,1.1
33,US-2015-150630,9/17/2015,TB-21520,Tracy Blumstein,United States,Philadelphia,Pennsylvania,19140,Chuck Magee,OFF-BI-10001525,Office Supplies,Binders,"Acco Pressboard Covers with Storage Hooks, 14 7/8"" x 11"", Executive Red",0,6.86,6,0.7,-5.72
35,CA-2017-107727,10/19/2017,MA-17560,Matt Abelman,United States,Houston,Texas,77095,Kelly Williams,OFF-PA-10000249,Office Supplies,Paper,Easy-staple paper,0,29.47,3,0.2,9.95
39,CA-2015-117415,12/27/2015,SN-20710,Steve Nguyen,United States,Houston,Texas,77041,Kelly Williams,FUR-BO-10002545,Furniture,Bookcases,"Atlantic Metals Mobile 3-Shelf Bookcases, Custom Colors",0,532.4,3,0.32,-46.98
41,CA-2015-117415,12/27/2015,SN-20710,Steve Nguyen,United States,Houston,Texas,77041,Kelly Williams,TEC-PH-10000486,Technology,Phones,Plantronics HL10 Handset Lifter,0,371.17,4,0.2,41.76
42,CA-2017-120999,10/9/2017,LC-16930,Linda Cazamias,United States,Naperville,Illinois,60540,Kelly Williams,TEC-PH-10004093,Technology,Phones,Panasonic Kx-TS550,0,147.17,4,0.2,16.56
43,CA-2016-101343,7/17/2016,RA-19885,Ruben Ausman,United States,Los Angeles,California,90049,Anna Andreadi,OFF-ST-10003479,Office Supplies,Storage,"Eldon Base for stackable storage shelf, platinum",0,77.88,2,0.0,3.89
44,CA-2017-139619,9/19/2017,ES-14080,Erin Smith,United States,Melbourne,Florida,32935,Cassandra Brandow,OFF-ST-10003282,Office Supplies,Storage,"Advantus 10-Drawer Portable Organizer, Chrome Metal Frame, Smoke Drawers",0,95.62,2,0.2,9.56
45,CA-2016-118255,11/3/2016,ON-18715,Odella Nelson,United States,Eagan,Minnesota,55122,Kelly Williams,TEC-AC-10000171,Technology,Accessories,"Verbatim 25 GB 6x Blu-ray Single Layer Recordable Disc, 25/Pack",0,45.98,2,0.0,19.77
46,CA-2016-118255,11/3/2016,ON-18715,Odella Nelson,United States,Eagan,Minnesota,55122,Kelly Williams,OFF-BI-10003291,Office Supplies,Binders,Wilson Jones Leather-Like Binders with DublLock Round Rings,0,17.46,2,0.0,8.21
47,CA-2014-146703,10/20/2014,PO-18865,Patrick O'Donnell,United States,Westland,Michigan,48185,Kelly Williams,OFF-ST-10001713,Office Supplies,Storage,"Gould Plastics 9-Pocket Panel Bin, 18-3/8w x 5-1/4d x 20-1/2h, Black",0,211.96,4,0.0,8.48
49,CA-2016-169194,6/20/2016,LH-16900,Lena Hernandez,United States,Dover,Delaware,19901,Chuck Magee,TEC-PH-10003988,Technology,Phones,"LF Elite 3D Dazzle Designer Hard Case Cover, Lf Stylus Pen and Wiper For Apple Iphone 5c Mini Lite",0,21.8,2,0.0,6.1
50,CA-2015-115742,4/18/2015,DP-13000,Darren Powers,United States,New Albany,Indiana,47150,Kelly Williams,OFF-BI-10004410,Office Supplies,Binders,"C-Line Peel & Stick Add-On Filing Pockets, 8-3/4 x 5-1/8, 10/Pack",0,38.22,6,0.0,17.96
52,CA-2015-115742,4/18/2015,DP-13000,Darren Powers,United States,New Albany,Indiana,47150,Kelly Williams,FUR-FU-10001706,Furniture,Furnishings,Longer-Life Soft White Bulbs,0,6.16,2,0.0,2.96
53,CA-2015-115742,4/18/2015,DP-13000,Darren Powers,United States,New Albany,Indiana,47150,Kelly Williams,FUR-CH-10003061,Furniture,Chairs,"Global Leather Task Chair, Black",0,89.99,1,0.0,17.1
54,CA-2016-105816,11/12/2016,JM-15265,Janet Molinari,United States,New York City,New York,10024,Chuck Magee,OFF-FA-10000304,Office Supplies,Fasteners,Advantus Push Pins,0,15.26,7,0.0,6.26
55,CA-2016-105816,11/12/2016,JM-15265,Janet Molinari,United States,New York City,New York,10024,Chuck Magee,TEC-PH-10002447,Technology,Phones,AT&T CL83451 4-Handset Telephone,0,1029.95,5,0.0,298.69
56,CA-2016-111682,6/17/2016,TB-21055,Ted Butterfield,United States,Troy,New York,12180,Chuck Magee,OFF-ST-10000604,Office Supplies,Storage,Home/Office Personal File Carts,1,208.56,6,0.0,52.14
57,CA-2016-111682,6/17/2016,TB-21055,Ted Butterfield,United States,Troy,New York,12180,Chuck Magee,OFF-PA-10001569,Office Supplies,Paper,Xerox 232,1,32.4,5,0.0,15.55
58,CA-2016-111682,6/17/2016,TB-21055,Ted Butterfield,United States,Troy,New York,12180,Chuck Magee,FUR-CH-10003968,Furniture,Chairs,Novimex Turbo Task Chair,1,319.41,5,0.1,7.1
61,CA-2016-111682,6/17/2016,TB-21055,Ted Butterfield,United States,Troy,New York,12180,Chuck Magee,OFF-BI-10001460,Office Supplies,Binders,Plastic Binding Combs,1,48.48,4,0.2,16.36
62,CA-2016-111682,6/17/2016,TB-21055,Ted Butterfield,United States,Troy,New York,12180,Chuck Magee,OFF-AR-10001868,Office Supplies,Art,Prang Dustless Chalk Sticks,1,1.68,1,0.0,0.84
63,CA-2015-135545,11/24/2015,KM-16720,Kunst Miller,United States,Los Angeles,California,90004,Anna Andreadi,TEC-AC-10004633,Technology,Accessories,"Verbatim 25 GB 6x Blu-ray Single Layer Recordable Disc, 3/Pack",0,13.98,2,0.0,6.15
64,CA-2015-135545,11/24/2015,KM-16720,Kunst Miller,United States,Los Angeles,California,90004,Anna Andreadi,OFF-BI-10001078,Office Supplies,Binders,"Acco PRESSTEX Data Binder with Storage Hooks, Dark Blue, 14 7/8"" X 11""",0,25.82,6,0.2,9.36
65,CA-2015-135545,11/24/2015,KM-16720,Kunst Miller,United States,Los Angeles,California,90004,Anna Andreadi,OFF-PA-10003892,Office Supplies,Paper,Xerox 1943,0,146.73,3,0.0,68.96
66,CA-2015-135545,11/24/2015,KM-16720,Kunst Miller,United States,Los Angeles,California,90004,Anna Andreadi,FUR-FU-10000397,Furniture,Furnishings,Luxo Economy Swing Arm Lamp,0,79.76,4,0.0,22.33
67,US-2015-164175,4/30/2015,PS-18970,Paul Stevenson,United States,Chicago,Illinois,60610,Kelly Williams,FUR-CH-10001146,Furniture,Chairs,"Global Value Mid-Back Manager's Chair, Gray",0,213.12,5,0.3,-15.22
68,CA-2014-106376,5/12/2014,BS-11590,Brendan Sweed,United States,Gilbert,Arizona,85234,Anna Andreadi,OFF-AR-10002671,Office Supplies,Art,"Hunt BOSTON Model 1606 High-Volume Electric Pencil Sharpener, Beige",0,1113.02,8,0.2,111.3
69,CA-2014-106376,5/12/2014,BS-11590,Brendan Sweed,United States,Gilbert,Arizona,85234,Anna Andreadi,TEC-PH-10002726,Technology,Phones,netTALK DUO VoIP Telephone Service,0,167.97,4,0.2,62.99
70,CA-2016-119823,4/6/2016,KD-16270,Karen Daniels,United States,Springfield,Virginia,22153,Cassandra Brandow,OFF-PA-10000482,Office Supplies,Paper,"Snap-A-Way Black Print Carbonless Ruled Speed Letter, Triplicate",0,75.88,2,0.0,35.66
71,CA-2016-106075,9/18/2016,HM-14980,Henry MacAllister,United States,New York City,New York,10009,Chuck Magee,OFF-BI-10004654,Office Supplies,Binders,Avery Binding System Hidden Tab Executive Style Index Sets,0,4.62,1,0.2,1.73
72,CA-2017-114440,9/14/2017,TB-21520,Tracy Blumstein,United States,Jackson,Michigan,49201,Kelly Williams,OFF-PA-10004675,Office Supplies,Paper,"Telephone Message Books with Fax/Mobile Section, 5 1/2"" x 3 3/16""",0,19.05,3,0.0,8.76
73,US-2015-134026,4/26/2015,JE-15745,Joel Eaton,United States,Memphis,Tennessee,38109,Cassandra Brandow,FUR-CH-10000513,Furniture,Chairs,High-Back Leather Manager's Chair,0,831.94,8,0.2,-114.39
74,US-2015-134026,4/26/2015,JE-15745,Joel Eaton,United States,Memphis,Tennessee,38109,Cassandra Brandow,FUR-FU-10003708,Furniture,Furnishings,"Tenex Traditional Chairmats for Medium Pile Carpet, Standard Lip, 36"" x 48""",0,97.04,2,0.2,1.21
75,US-2015-134026,4/26/2015,JE-15745,Joel Eaton,United States,Memphis,Tennessee,38109,Cassandra Brandow,OFF-ST-10004123,Office Supplies,Storage,Safco Industrial Wire Shelving System,0,72.78,1,0.2,-18.2
76,US-2017-118038,9/12/2017,KB-16600,Ken Brennan,United States,Houston,Texas,77041,Kelly Williams,OFF-BI-10004182,Office Supplies,Binders,Economy Binders,0,1.25,3,0.8,-1.93
78,US-2017-118038,9/12/2017,KB-16600,Ken Brennan,United States,Houston,Texas,77041,Kelly Williams,OFF-ST-10000615,Office Supplies,Storage,"SimpliFile Personal File, Black Granite, 15w x 6-15/16d x 11-1/4h",0,27.24,3,0.2,2.72
79,US-2014-147606,11/26/2014,JE-15745,Joel Eaton,United States,Houston,Texas,77070,Kelly Williams,FUR-FU-10003194,Furniture,Furnishings,"Eldon Expressions Desk Accessory, Wood Pencil Holder, Oak",0,19.3,5,0.6,-14.48
80,CA-2016-127208,12/6/2016,SC-20770,Stewart Carmichael,United States,Decatur,Alabama,35601,Cassandra Brandow,OFF-AP-10002118,Office Supplies,Appliances,"1.7 Cubic Foot Compact ""Cube"" Office Refrigerators",0,208.16,1,0.0,56.2
82,CA-2014-139451,12/10/2014,DN-13690,Duane Noonan,United States,San Francisco,California,94122,Anna Andreadi,OFF-AR-10002053,Office Supplies,Art,"Premium Writing Pencils, Soft, #2 by Central Association for the Blind",0,14.9,5,0.0,4.17
83,CA-2014-139451,12/10/2014,DN-13690,Duane Noonan,United States,San Francisco,California,94122,Anna Andreadi,OFF-ST-10002370,Office Supplies,Storage,"Sortfiler Multipurpose Personal File Organizer, Black",0,21.39,1,0.0,6.2
84,CA-2015-149734,3/9/2015,JC-16105,Julie Creighton,United States,Durham,North Carolina,27707,Cassandra Brandow,OFF-EN-10000927,Office Supplies,Envelopes,Jet-Pak Recycled Peel 'N' Seal Padded Mailers,0,200.98,7,0.2,62.81
85,US-2017-119662,11/13/2017,CS-12400,Christopher Schild,United States,Chicago,Illinois,60623,Kelly Williams,OFF-ST-10003656,Office Supplies,Storage,Safco Industrial Wire Shelving,0,230.38,3,0.2,-48.95
86,CA-2017-140088,5/28/2017,PO-18865,Patrick O'Donnell,United States,Columbia,South Carolina,29203,Cassandra Brandow,FUR-CH-10000863,Furniture,Chairs,Novimex Swivel Fabric Task Chair,0,301.96,2,0.0,33.22
87,CA-2017-155558,10/26/2017,PG-18895,Paul Gonzalez,United States,Rochester,Minnesota,55901,Kelly Williams,TEC-AC-10001998,Technology,Accessories,Logitech LS21 Speaker System - PC Multimedia - 2.1-CH - Wired,0,19.99,1,0.0,6.8
88,CA-2017-155558,10/26/2017,PG-18895,Paul Gonzalez,United States,Rochester,Minnesota,55901,Kelly Williams,OFF-LA-10000134,Office Supplies,Labels,Avery 511,0,6.16,2,0.0,2.96
90,CA-2016-109806,9/17/2016,JS-15685,Jim Sink,United States,Los Angeles,California,90036,Anna Andreadi,OFF-AR-10004930,Office Supplies,Art,Turquoise Lead Holder with Pocket Clip,1,20.1,3,0.0,6.63
91,CA-2016-109806,9/17/2016,JS-15685,Jim Sink,United States,Los Angeles,California,90036,Anna Andreadi,TEC-PH-10004093,Technology,Phones,Panasonic Kx-TS550,1,73.58,2,0.2,8.28
92,CA-2016-109806,9/17/2016,JS-15685,Jim Sink,United States,Los Angeles,California,90036,Anna Andreadi,OFF-PA-10000304,Office Supplies,Paper,Xerox 1995,1,6.48,1,0.0,3.11
95,CA-2015-149587,1/31/2015,KB-16315,Karl Braun,United States,Minneapolis,Minnesota,55407,Kelly Williams,OFF-BI-10002852,Office Supplies,Binders,Ibico Standard Transparent Covers,0,32.96,2,0.0,16.15
98,CA-2017-157833,6/17/2017,KD-16345,Katherine Ducich,United States,San Francisco,California,94122,Anna Andreadi,OFF-BI-10001721,Office Supplies,Binders,Trimflex Flexible Post Binders,0,51.31,3,0.2,17.96
99,CA-2016-149223,6/9/2016,ER-13855,Elpida Rittenbach,United States,Saint Paul,Minnesota,55106,Kelly Williams,OFF-AP-10000358,Office Supplies,Appliances,Fellowes Basic Home/Office Series Surge Protectors,0,77.88,6,0.0,22.59
100,CA-2016-158568,8/29/2016,RB-19465,Rick Bensley,United States,Chicago,Illinois,60610,Kelly Williams,OFF-PA-10003256,Office Supplies,Paper,Avery Personal Creations Heavyweight Cards,0,64.62,7,0.2,22.62
101,CA-2016-158568,8/29/2016,RB-19465,Rick Bensley,United States,Chicago,Illinois,60610,Kelly Williams,TEC-AC-10001767,Technology,Accessories,SanDisk Ultra 64 GB MicroSDHC Class 10 Memory Card,0,95.98,3,0.2,-10.8
103,CA-2016-129903,1/12/2016,GZ-14470,Gary Zandusky,United States,Rochester,Minnesota,55901,Kelly Williams,OFF-PA-10004040,Office Supplies,Paper,Universal Premium White Copier/Laser Paper (20Lb. and 87 Bright),0,23.92,4,0.0,11.72
105,US-2015-156867,11/13/2015,LC-16870,Lena Cacioppo,United States,Aurora,Colorado,80013,Anna Andreadi,FUR-FU-10004006,Furniture,Furnishings,"Deflect-o DuraMat Lighweight, Studded, Beveled Mat for Low Pile Carpeting",0,102.36,3,0.2,-3.84
106,US-2015-156867,11/13/2015,LC-16870,Lena Cacioppo,United States,Aurora,Colorado,80013,Anna Andreadi,OFF-BI-10002794,Office Supplies,Binders,"Avery Trapezoid Ring Binder, 3"" Capacity, Black, 1040 sheets",0,36.88,3,0.7,-25.82
110,CA-2015-129476,10/15/2015,PA-19060,Pete Armstrong,United States,Orland Park,Illinois,60462,Kelly Williams,TEC-AC-10000844,Technology,Accessories,Logitech Gaming G510s - Keyboard,0,339.96,5,0.2,67.99
111,CA-2017-146780,12/25/2017,CV-12805,Cynthia Voltz,United States,New York City,New York,10035,Chuck Magee,FUR-FU-10001934,Furniture,Furnishings,Magnifier Swing Arm Lamp,0,41.96,2,0.0,10.91
112,CA-2016-128867,3/11/2016,CL-12565,Clay Ludtke,United States,Urbandale,Iowa,50322,Kelly Williams,OFF-AR-10000380,Office Supplies,Art,"Hunt PowerHouse Electric Pencil Sharpener, Blue",0,75.96,2,0.0,22.79
113,CA-2016-128867,3/11/2016,CL-12565,Clay Ludtke,United States,Urbandale,Iowa,50322,Kelly Williams,OFF-BI-10003981,Office Supplies,Binders,"Avery Durable Plastic 1"" Binders",0,27.24,6,0.0,13.35
114,CA-2014-115259,8/25/2014,RC-19960,Ryan Crowe,United States,Columbus,Ohio,43229,Chuck Magee,OFF-FA-10000621,Office Supplies,Fasteners,"OIC Colored Binder Clips, Assorted Sizes",0,40.1,14,0.2,14.53
115,CA-2014-115259,8/25/2014,RC-19960,Ryan Crowe,United States,Columbus,Ohio,43229,Chuck Magee,OFF-EN-10002600,Office Supplies,Envelopes,"Redi-Strip #10 Envelopes, 4 1/8 x 9 1/2",0,4.72,2,0.2,1.65
116,CA-2014-115259,8/25/2014,RC-19960,Ryan Crowe,United States,Columbus,Ohio,43229,Chuck Magee,OFF-PA-10004965,Office Supplies,Paper,Xerox 1921,0,23.98,3,0.2,7.49
117,CA-2014-115259,8/25/2014,RC-19960,Ryan Crowe,United States,Columbus,Ohio,43229,Chuck Magee,OFF-EN-10002504,Office Supplies,Envelopes,"Tyvek  Top-Opening Peel & Seel Envelopes, Plain White",0,130.46,6,0.2,44.03
118,CA-2015-110457,2/3/2015,DK-13090,Dave Kipp,United States,Seattle,Washington,98103,Anna Andreadi,FUR-TA-10001768,Furniture,Tables,Hon Racetrack Conference Tables,0,787.53,3,0.0,165.38
119,US-2015-136476,5/4/2015,GG-14650,Greg Guthrie,United States,Bristol,Tennessee,37620,Cassandra Brandow,OFF-BI-10003650,Office Supplies,Binders,GBC DocuBind 300 Electric Binding Machine,0,157.79,1,0.7,-115.72
121,CA-2016-103730,12/6/2016,SC-20725,Steven Cartwright,United States,Wilmington,Delaware,19805,Chuck Magee,OFF-BI-10003910,Office Supplies,Binders,DXL Angle-View Binders with Locking Rings by Samsill,0,30.84,4,0.0,13.88
122,CA-2016-103730,12/6/2016,SC-20725,Steven Cartwright,United States,Wilmington,Delaware,19805,Chuck Magee,OFF-ST-10000777,Office Supplies,Storage,"Companion Letter/Legal File, Black",0,226.56,6,0.0,63.44
123,CA-2016-103730,12/6/2016,SC-20725,Steven Cartwright,United States,Wilmington,Delaware,19805,Chuck Magee,OFF-EN-10002500,Office Supplies,Envelopes,Globe Weis Peel & Seel First Class Envelopes,0,115.02,9,0.0,51.76
124,CA-2016-103730,12/6/2016,SC-20725,Steven Cartwright,United States,Wilmington,Delaware,19805,Chuck Magee,TEC-PH-10003875,Technology,Phones,KLD Oscar II Style Snap-on Ultra Thin Side Flip Synthetic Leather Cover Case for HTC One HTC M7,0,68.04,7,0.0,19.73
125,US-2014-152030,12/26/2014,AD-10180,Alan Dominguez,United States,Houston,Texas,77041,Kelly Williams,FUR-CH-10004063,Furniture,Chairs,Global Deluxe High-Back Manager's Chair,0,600.56,3,0.3,-8.58
126,US-2014-134614,9/20/2014,PF-19165,Philip Fox,United States,Bloomington,Illinois,61701,Kelly Williams,FUR-TA-10004534,Furniture,Tables,Bevis 44 x 96 Conference Tables,0,617.7,6,0.5,-407.68
127,US-2017-107272,5/11/2017,TS-21610,Troy Staebel,United States,Phoenix,Arizona,85023,Anna Andreadi,OFF-BI-10003274,Office Supplies,Binders,"Avery Durable Slant Ring Binders, No Labels",0,2.39,2,0.7,-1.83
128,US-2017-107272,5/11/2017,TS-21610,Troy Staebel,United States,Phoenix,Arizona,85023,Anna Andreadi,OFF-ST-10002974,Office Supplies,Storage,"Trav-L-File Heavy-Duty Shuttle II, Black",0,243.99,7,0.2,30.5
129,US-2016-125969,6/11/2016,LS-16975,Lindsay Shagiari,United States,Los Angeles,California,90004,Anna Andreadi,FUR-CH-10001146,Furniture,Chairs,"Global Task Chair, Black",0,81.42,2,0.2,-9.16
130,US-2016-125969,6/11/2016,LS-16975,Lindsay Shagiari,United States,Los Angeles,California,90004,Anna Andreadi,FUR-FU-10003773,Furniture,Furnishings,Eldon Cleatmat Plus Chair Mats for High Pile Carpets,0,238.56,3,0.0,26.24
131,US-2017-164147,2/2/2017,DW-13585,Dorothy Wardle,United States,Columbus,Ohio,43229,Chuck Magee,TEC-PH-10002293,Technology,Phones,Anker 36W 4-Port USB Wall Charger Travel Power Adapter for iPhone 5s 5c 5,0,59.97,5,0.4,-11.99
134,CA-2016-145583,10/13/2016,LC-16885,Lena Creighton,United States,Roseville,California,95661,Anna Andreadi,OFF-PA-10001804,Office Supplies,Paper,Xerox 195,1,20.04,3,0.0,9.62
135,CA-2016-145583,10/13/2016,LC-16885,Lena Creighton,United States,Roseville,California,95661,Anna Andreadi,OFF-PA-10001736,Office Supplies,Paper,Xerox 1880,1,35.44,1,0.0,16.66
137,CA-2016-145583,10/13/2016,LC-16885,Lena Creighton,United States,Roseville,California,95661,Anna Andreadi,OFF-FA-10002988,Office Supplies,Fasteners,Ideal Clamps,1,4.02,2,0.0,1.97
138,CA-2016-145583,10/13/2016,LC-16885,Lena Creighton,United States,Roseville,California,95661,Anna Andreadi,OFF-BI-10004781,Office Supplies,Binders,GBC Wire Binding Strips,1,76.18,3,0.2,26.66
139,CA-2016-145583,10/13/2016,LC-16885,Lena Creighton,United States,Roseville,California,95661,Anna Andreadi,OFF-SU-10001218,Office Supplies,Supplies,Fiskars Softgrip Scissors,1,65.88,6,0.0,18.45
140,CA-2016-145583,10/13/2016,LC-16885,Lena Creighton,United States,Roseville,California,95661,Anna Andreadi,FUR-FU-10001706,Furniture,Furnishings,Longer-Life Soft White Bulbs,1,43.12,14,0.0,20.7
141,CA-2016-110366,5/9/2016,JD-15895,Jonathan Doherty,United States,Philadelphia,Pennsylvania,19140,Chuck Magee,FUR-FU-10004848,Furniture,Furnishings,"Howard Miller 13-3/4"" Diameter Brushed Chrome Round Wall Clock",0,82.8,2,0.2,10.35
142,CA-2017-106180,9/18/2017,SH-19975,Sally Hughsby,United States,San Francisco,California,94122,Anna Andreadi,OFF-AR-10000940,Office Supplies,Art,Newell 343,0,8.82,3,0.0,2.38
143,CA-2017-106180,9/18/2017,SH-19975,Sally Hughsby,United States,San Francisco,California,94122,Anna Andreadi,OFF-EN-10004030,Office Supplies,Envelopes,Convenience Packs of Business Envelopes,0,10.86,3,0.0,5.1
144,CA-2017-106180,9/18/2017,SH-19975,Sally Hughsby,United States,San Francisco,California,94122,Anna Andreadi,OFF-PA-10004327,Office Supplies,Paper,Xerox 1911,0,143.7,3,0.0,68.98
146,CA-2015-110744,7/9/2015,HA-14920,Helen Andreada,United States,Pasadena,California,91104,Anna Andreadi,OFF-ST-10003656,Office Supplies,Storage,Safco Industrial Wire Shelving,0,671.93,7,0.0,20.16
147,CA-2014-110072,10/22/2014,MG-17680,Maureen Gastineau,United States,Newark,Ohio,43055,Chuck Magee,FUR-FU-10000521,Furniture,Furnishings,"Seth Thomas 14"" Putty-Colored Wall Clock",0,93.89,4,0.2,12.91
148,CA-2016-114489,5/12/2016,JE-16165,Justin Ellison,United States,Franklin,Wisconsin,53132,Kelly Williams,TEC-PH-10000215,Technology,Phones,Plantronics Cordless Phone Headset with In-line Volume - M214C,0,384.45,11,0.0,103.8
149,CA-2016-114489,5/12/2016,JE-16165,Justin Ellison,United States,Franklin,Wisconsin,53132,Kelly Williams,TEC-PH-10001448,Technology,Phones,Anker Astro 15000mAh USB Portable Charger,0,149.97,3,0.0,6.0
151,CA-2016-114489,5/12/2016,JE-16165,Justin Ellison,United States,Franklin,Wisconsin,53132,Kelly Williams,OFF-BI-10002735,Office Supplies,Binders,GBC Prestige Therm-A-Bind Covers,0,171.55,5,0.0,80.63
152,CA-2016-158834,3/13/2016,TW-21025,Tamara Willingham,United States,Scottsdale,Arizona,85254,Anna Andreadi,OFF-AP-10000326,Office Supplies,Appliances,Belkin 7 Outlet SurgeMaster Surge Protector with Phone Protection,0,157.92,5,0.2,17.77
153,CA-2016-158834,3/13/2016,TW-21025,Tamara Willingham,United States,Scottsdale,Arizona,85254,Anna Andreadi,TEC-PH-10001254,Technology,Phones,Jabra BIZ 2300 Duo QD Duo Corded Headset,0,203.18,2,0.2,15.24
154,CA-2015-124919,5/31/2015,SP-20650,Stephanie Phelps,United States,San Jose,California,95123,Anna Andreadi,OFF-PA-10001950,Office Supplies,Paper,Southworth 25% Cotton Antique Laid Paper & Envelopes,0,58.38,7,0.0,26.27
155,CA-2015-124919,5/31/2015,SP-20650,Stephanie Phelps,United States,San Jose,California,95123,Anna Andreadi,OFF-PA-10002254,Office Supplies,Paper,Xerox 1883,0,105.52,4,0.0,48.54
156,CA-2015-124919,5/31/2015,SP-20650,Stephanie Phelps,United States,San Jose,California,95123,Anna Andreadi,OFF-ST-10001590,Office Supplies,Storage,"Tenex Personal Project File with Scoop Front Design, Black",0,80.88,6,0.0,21.03
