Row ID,Order ID,Order Date,Customer ID,Customer Name,Country,City,State,Postal Code,Retail Sales People,Product ID,Category,Sub-Category,Product Name,Returned,Sales,Quantity,Discount,Profit
57,CA-2016-111682,6/17/2016,TB-21055,Ted Butterfield,United States,Troy,New York,12180,Chuck Magee,OFF-PA-10001569,Office Supplies,Paper,Xerox 232,1,32.4,5,0.0,15.55
58,CA-2016-111682,6/17/2016,TB-21055,Ted Butterfield,United States,Troy,New York,12180,Chuck Magee,FUR-CH-10003968,Furniture,Chairs,Novimex Turbo Task Chair,1,319.41,5,0.1,7.1
59,CA-2016-111682,6/17/2016,TB-21055,Ted Butterfield,United States,Troy,New York,12180,Chuck Magee,OFF-PA-10000587,Office Supplies,Paper,"Array Parchment Paper, Assorted Colors",1,14.56,2,0.0,6.99
60,CA-2016-111682,6/17/2016,TB-21055,Ted Butterfield,United States,Troy,New York,12180,Chuck Magee,TEC-AC-10002167,Technology,Accessories,Imation 8gb Micro Traveldrive Usb 2.0 Flash Drive,1,30.0,2,0.0,3.3
61,CA-2016-111682,6/17/2016,TB-21055,Ted Butterfield,United States,Troy,New York,12180,Chuck Magee,OFF-BI-10001460,Office Supplies,Binders,Plastic Binding Combs,1,48.48,4,0.2,16.36
62,CA-2016-111682,6/17/2016,TB-21055,Ted Butterfield,United States,Troy,New York,12180,Chuck Magee,OFF-AR-10001868,Office Supplies,Art,Prang Dustless Chalk Sticks,1,1.68,1,0.0,0.84
68,CA-2014-106376,5/12/2014,BS-11590,Brendan Sweed,United States,Gilbert,Arizona,85234,Anna Andreadi,OFF-AR-10002671,Office Supplies,Art,"Hunt BOSTON Model 1606 High-Volume Electric Pencil Sharpener, Beige",0,1113.02,8,0.2,111.3
69,CA-2014-106376,5/12/2014,BS-11590,Brendan Sweed,United States,Gilbert,Arizona,85234,Anna Andreadi,TEC-PH-10002726,Technology,Phones,netTALK DUO VoIP Telephone Service,0,167.97,4,0.2,62.99
73,US-2015-134026,4/26/2015,JE-15745,Joel Eaton,United States,Memphis,Tennessee,38109,Cassandra Brandow,FUR-CH-10000513,Furniture,Chairs,High-Back Leather Manager's Chair,0,831.94,8,0.2,-114.39
74,US-2015-134026,4/26/2015,JE-15745,Joel Eaton,United States,Memphis,Tennessee,38109,Cassandra Brandow,FUR-FU-10003708,Furniture,Furnishings,"Tenex Traditional Chairmats for Medium Pile Carpet, Standard Lip, 36"" x 48""",0,97.04,2,0.2,1.21
75,US-2015-134026,4/26/2015,JE-15745,Joel Eaton,United States,Memphis,Tennessee,38109,Cassandra Brandow,OFF-ST-10004123,Office Supplies,Storage,Safco Industrial Wire Shelving System,0,72.78,1,0.2,-18.2
90,CA-2016-109806,9/17/2016,JS-15685,Jim Sink,United States,Los Angeles,California,90036,Anna Andreadi,OFF-AR-10004930,Office Supplies,Art,Turquoise Lead Holder with Pocket Clip,1,20.1,3,0.0,6.63
91,CA-2016-109806,9/17/2016,JS-15685,Jim Sink,United States,Los Angeles,California,90036,Anna Andreadi,TEC-PH-10004093,Technology,Phones,Panasonic Kx-TS550,1,73.58,2,0.2,8.28
92,CA-2016-109806,9/17/2016,JS-15685,Jim Sink,United States,Los Angeles,California,90036,Anna Andreadi,OFF-PA-10000304,Office Supplies,Paper,Xerox 1995,1,6.48,1,0.0,3.11
96,US-2017-109484,6/11/2017,RB-19705,Roger Barcio,United States,Portland,Oregon,97206,Anna Andreadi,OFF-BI-10004738,Office Supplies,Binders,Flexible Leather- Look Classic Collection Ring Binder,0,5.68,1,0.7,-3.79
98,CA-2017-157833,6/17/2017,KD-16345,Katherine Ducich,United States,San Francisco,California,94122,Anna Andreadi,OFF-BI-10001721,Office Supplies,Binders,Trimflex Flexible Post Binders,0,51.31,3,0.2,17.96
104,US-2015-156867,11/13/2015,LC-16870,Lena Cacioppo,United States,Aurora,Colorado,80013,Anna Andreadi,TEC-AC-10001552,Technology,Accessories,Logitech K350 2.4Ghz Wireless Keyboard,0,238.9,6,0.2,-26.88
105,US-2015-156867,11/13/2015,LC-16870,Lena Cacioppo,United States,Aurora,Colorado,80013,Anna Andreadi,FUR-FU-10004006,Furniture,Furnishings,"Deflect-o DuraMat Lighweight, Studded, Beveled Mat for Low Pile Carpeting",0,102.36,3,0.2,-3.84
106,US-2015-156867,11/13/2015,LC-16870,Lena Cacioppo,United States,Aurora,Colorado,80013,Anna Andreadi,OFF-BI-10002794,Office Supplies,Binders,"Avery Trapezoid Ring Binder, 3"" Capacity, Black, 1040 sheets",0,36.88,3,0.7,-25.82
126,US-2014-134614,9/20/2014,PF-19165,Philip Fox,United States,Bloomington,Illinois,61701,Kelly Williams,FUR-TA-10004534,Furniture,Tables,Bevis 44 x 96 Conference Tables,0,617.7,6,0.5,-407.68
134,CA-2016-145583,10/13/2016,LC-16885,Lena Creighton,United States,Roseville,California,95661,Anna Andreadi,OFF-PA-10001804,Office Supplies,Paper,Xerox 195,1,20.04,3,0.0,9.62
135,CA-2016-145583,10/13/2016,LC-16885,Lena Creighton,United States,Roseville,California,95661,Anna Andreadi,OFF-PA-10001736,Office Supplies,Paper,Xerox 1880,1,35.44,1,0.0,16.66
136,CA-2016-145583,10/13/2016,LC-16885,Lena Creighton,United States,Roseville,California,95661,Anna Andreadi,OFF-AR-10001149,Office Supplies,Art,"Sanford Colorific Colored Pencils, 12/Box",1,11.52,4,0.0,3.46
137,CA-2016-145583,10/13/2016,LC-16885,Lena Creighton,United States,Roseville,California,95661,Anna Andreadi,OFF-FA-10002988,Office Supplies,Fasteners,Ideal Clamps,1,4.02,2,0.0,1.97
138,CA-2016-145583,10/13/2016,LC-16885,Lena Creighton,United States,Roseville,California,95661,Anna Andreadi,OFF-BI-10004781,Office Supplies,Binders,GBC Wire Binding Strips,1,76.18,3,0.2,26.66
139,CA-2016-145583,10/13/2016,LC-16885,Lena Creighton,United States,Roseville,California,95661,Anna Andreadi,OFF-SU-10001218,Office Supplies,Supplies,Fiskars Softgrip Scissors,1,65.88,6,0.0,18.45
140,CA-2016-145583,10/13/2016,LC-16885,Lena Creighton,United States,Roseville,California,95661,Anna Andreadi,FUR-FU-10001706,Furniture,Furnishings,Longer-Life Soft White Bulbs,1,43.12,14,0.0,20.7
145,CA-2017-155376,12/22/2017,SG-20080,Sandra Glassco,United States,Independence,Missouri,64055,Kelly Williams,OFF-AP-10001058,Office Supplies,Appliances,Sanyo 2.5 Cubic Foot Mid-Size Office Refrigerators,0,839.43,3,0.0,218.25
146,CA-2015-110744,7/9/2015,HA-14920,Helen Andreada,United States,Pasadena,California,91104,Anna Andreadi,OFF-ST-10003656,Office Supplies,Storage,Safco Industrial Wire Shelving,0,671.93,7,0.0,20.16
147,CA-2014-110072,10/22/2014,MG-17680,Maureen Gastineau,United States,Newark,Ohio,43055,Chuck Magee,FUR-FU-10000521,Furniture,Furnishings,"Seth Thomas 14"" Putty-Colored Wall Clock",0,93.89,4,0.2,12.91
163,CA-2016-154508,11/16/2016,RD-19900,Ruben Dartt,United States,Carlsbad,New Mexico,88220,Anna Andreadi,OFF-EN-10001990,Office Supplies,Envelopes,Staple envelope,0,28.4,5,0.0,13.35
164,CA-2016-113817,7/11/2016,MJ-17740,Max Jones,United States,Seattle,Washington,98115,Anna Andreadi,OFF-BI-10004002,Office Supplies,Binders,Wilson Jones International Size A4 Ring Binders,0,27.68,2,0.2,9.69
177,US-2017-152366,4/21/2017,SJ-20500,Shirley Jackson,United States,Houston,Texas,77036,Kelly Williams,OFF-AP-10002684,Office Supplies,Appliances,"Acco 7-Outlet Masterpiece Power Center, Wihtout Fax/Phone Line Protection",0,97.26,4,0.8,-243.16
183,CA-2014-158274,11/19/2014,RM-19675,Robert Marley,United States,Monroe,Louisiana,71203,Cassandra Brandow,TEC-PH-10003273,Technology,Phones,AT&T TR1909W,0,503.96,4,0.0,131.03
184,CA-2014-158274,11/19/2014,RM-19675,Robert Marley,United States,Monroe,Louisiana,71203,Cassandra Brandow,TEC-PH-10004896,Technology,Phones,Nokia Lumia 521 (T-Mobile),0,149.95,5,0.0,41.99
185,CA-2014-158274,11/19/2014,RM-19675,Robert Marley,United States,Monroe,Louisiana,71203,Cassandra Brandow,TEC-AC-10002345,Technology,Accessories,HP Standard 104 key PS/2 Keyboard,0,29.0,2,0.0,7.25
187,CA-2014-123260,8/26/2014,FM-14290,Frank Merwin,United States,Los Angeles,California,90032,Anna Andreadi,TEC-AC-10002323,Technology,Accessories,SanDisk Ultra 32 GB MicroSDHC Class 10 Memory Card,0,176.8,8,0.0,22.98
195,CA-2015-131457,10/31/2015,MZ-17515,Mary Zewe,United States,Redlands,California,92374,Anna Andreadi,OFF-EN-10001509,Office Supplies,Envelopes,Poly String Tie Envelopes,0,14.28,7,0.0,6.71
198,CA-2017-107720,6/11/2017,VM-21685,Valerie Mitchum,United States,Westfield,New Jersey,7090,Chuck Magee,OFF-ST-10001414,Office Supplies,Storage,Decoflex Hanging Personal Folder File,0,46.26,3,0.0,12.03
199,US-2017-124303,6/7/2017,FH-14365,Fred Hopkins,United States,Philadelphia,Pennsylvania,19120,Chuck Magee,OFF-BI-10000343,Office Supplies,Binders,"Pressboard Covers with Storage Hooks, 9 1/2"" x 11"", Light Blue",0,2.95,2,0.7,-2.26
200,US-2017-124303,6/7/2017,FH-14365,Fred Hopkins,United States,Philadelphia,Pennsylvania,19120,Chuck Magee,OFF-PA-10002749,Office Supplies,Paper,"Wirebound Message Books, 5-1/2 x 4 Forms, 2 or 4 Forms per Page",0,16.06,3,0.2,5.82
204,US-2017-116701,12/17/2017,LC-17140,Logan Currie,United States,Dallas,Texas,75220,Kelly Williams,OFF-AP-10003217,Office Supplies,Appliances,Eureka Sanitaire  Commercial Upright,0,66.28,2,0.8,-178.97
205,CA-2017-126382,3/6/2017,HK-14890,Heather Kirkland,United States,Franklin,Tennessee,37064,Cassandra Brandow,FUR-FU-10002960,Furniture,Furnishings,"Eldon 200 Class Desk Accessories, Burgundy",0,35.17,7,0.2,9.67
220,CA-2015-169397,12/24/2015,JB-15925,Joni Blumstein,United States,Dublin,Ohio,43017,Chuck Magee,OFF-FA-10000585,Office Supplies,Fasteners,OIC Bulk Pack Metal Binder Clips,1,5.58,2,0.2,1.81
221,CA-2015-169397,12/24/2015,JB-15925,Joni Blumstein,United States,Dublin,Ohio,43017,Chuck Magee,OFF-PA-10004000,Office Supplies,Paper,"While You Were Out Pads, 50 per Pad, 4 x 5 1/4, Green Cycle",1,22.7,6,0.2,8.23
222,CA-2015-169397,12/24/2015,JB-15925,Joni Blumstein,United States,Dublin,Ohio,43017,Chuck Magee,OFF-BI-10002852,Office Supplies,Binders,Ibico Standard Transparent Covers,1,19.78,4,0.7,-13.84
223,CA-2015-169397,12/24/2015,JB-15925,Joni Blumstein,United States,Dublin,Ohio,43017,Chuck Magee,FUR-FU-10000087,Furniture,Furnishings,"Executive Impressions 14"" Two-Color Numerals Wall Clock",1,72.7,4,0.2,19.08
224,CA-2015-169397,12/24/2015,JB-15925,Joni Blumstein,United States,Dublin,Ohio,43017,Chuck Magee,TEC-MA-10001148,Technology,Machines,Swingline SM12-08 MicroCut Jam Free Shredder,1,479.99,4,0.7,-383.99
225,CA-2015-169397,12/24/2015,JB-15925,Joni Blumstein,United States,Dublin,Ohio,43017,Chuck Magee,OFF-AR-10001958,Office Supplies,Art,Stanley Bostitch Contemporary Electric Pencil Sharpeners,1,27.17,2,0.2,2.72
231,US-2014-156216,9/13/2014,EA-14035,Erin Ashbrook,United States,Charlotte,North Carolina,28205,Cassandra Brandow,OFF-BI-10001679,Office Supplies,Binders,GBC Instant Index System for Binding Systems,0,18.65,7,0.7,-12.43
263,US-2014-106992,9/19/2014,SB-20290,Sean Braxton,United States,Houston,Texas,77036,Kelly Williams,TEC-MA-10000822,Technology,Machines,Lexmark MX611dhe Monochrome Laser Printer,0,3059.98,3,0.4,-510.0
264,US-2014-106992,9/19/2014,SB-20290,Sean Braxton,United States,Houston,Texas,77036,Kelly Williams,TEC-MA-10003353,Technology,Machines,Xerox WorkCentre 6505DN Laser Multifunction Printer,0,2519.96,7,0.4,-252.0
266,CA-2015-155040,10/11/2015,AH-10210,Alan Hwang,United States,Brentwood,California,94513,Anna Andreadi,TEC-AC-10004469,Technology,Accessories,Microsoft Sculpt Comfort Mouse,0,79.9,2,0.0,35.16
284,CA-2015-130883,9/26/2015,TB-21520,Tracy Blumstein,United States,Portland,Oregon,97206,Anna Andreadi,OFF-PA-10000474,Office Supplies,Paper,Easy-staple paper,0,141.76,5,0.2,47.84
285,CA-2015-130883,9/26/2015,TB-21520,Tracy Blumstein,United States,Portland,Oregon,97206,Anna Andreadi,TEC-AC-10001956,Technology,Accessories,Microsoft Arc Touch Mouse,0,239.8,5,0.2,47.96
286,CA-2015-130883,9/26/2015,TB-21520,Tracy Blumstein,United States,Portland,Oregon,97206,Anna Andreadi,OFF-PA-10004100,Office Supplies,Paper,Xerox 216,0,31.1,6,0.2,10.89
290,CA-2016-110772,11/20/2016,NZ-18565,Nick Zandusky,United States,Columbus,Ohio,43229,Chuck Magee,OFF-FA-10002983,Office Supplies,Fasteners,Advantus SlideClip Paper Clips,0,19.1,7,0.2,6.68
291,CA-2016-110772,11/20/2016,NZ-18565,Nick Zandusky,United States,Columbus,Ohio,43229,Chuck Magee,OFF-LA-10004689,Office Supplies,Labels,Avery 512,0,18.5,8,0.2,6.24
292,CA-2016-110772,11/20/2016,NZ-18565,Nick Zandusky,United States,Columbus,Ohio,43229,Chuck Magee,TEC-AC-10002001,Technology,Accessories,Logitech Wireless Gaming Headset G930,0,255.98,2,0.2,54.4
293,CA-2016-110772,11/20/2016,NZ-18565,Nick Zandusky,United States,Columbus,Ohio,43229,Chuck Magee,FUR-BO-10004709,Furniture,Bookcases,"Bush Westfield Collection Bookcases, Medium Cherry Finish",0,86.97,3,0.5,-48.7
294,CA-2014-111451,12/26/2014,KL-16555,Kelly Lampkin,United States,Colorado Springs,Colorado,80906,Anna Andreadi,FUR-FU-10004091,Furniture,Furnishings,"Howard Miller 13"" Diameter Goldtone Round Wall Clock",0,300.42,8,0.2,78.86
295,CA-2014-111451,12/26/2014,KL-16555,Kelly Lampkin,United States,Colorado Springs,Colorado,80906,Anna Andreadi,FUR-CH-10001891,Furniture,Chairs,Global Deluxe Office Fabric Chairs,0,230.35,3,0.2,20.16
296,CA-2014-111451,12/26/2014,KL-16555,Kelly Lampkin,United States,Colorado Springs,Colorado,80906,Anna Andreadi,FUR-FU-10002918,Furniture,Furnishings,Eldon ClusterMat Chair Mat with Cordless Antistatic Protection,0,218.35,3,0.2,-24.56
297,CA-2014-111451,12/26/2014,KL-16555,Kelly Lampkin,United States,Colorado Springs,Colorado,80906,Anna Andreadi,OFF-BI-10004593,Office Supplies,Binders,Ibico Laser Imprintable Binding System Covers,0,78.6,5,0.7,-62.88
298,CA-2014-111451,12/26/2014,KL-16555,Kelly Lampkin,United States,Colorado Springs,Colorado,80906,Anna Andreadi,OFF-FA-10004854,Office Supplies,Fasteners,"Vinyl Coated Wire Paper Clips in Organizer Box, 800/Box",0,27.55,3,0.2,9.3
306,CA-2014-130960,12/30/2014,KB-16600,Ken Brennan,United States,Taylor,Michigan,48180,Kelly Williams,OFF-AR-10003651,Office Supplies,Art,Newell 350,0,9.84,3,0.0,2.85
315,CA-2014-167850,9/8/2014,AG-10525,Andy Gerbode,United States,Saint Petersburg,Florida,33710,Cassandra Brandow,TEC-PH-10002398,Technology,Phones,AT&T 1070 Corded Phone,0,178.38,2,0.2,22.3
316,CA-2014-167850,9/8/2014,AG-10525,Andy Gerbode,United States,Saint Petersburg,Florida,33710,Cassandra Brandow,OFF-PA-10001937,Office Supplies,Paper,Xerox 21,0,15.55,3,0.2,5.44
326,CA-2017-153339,3/11/2017,DJ-13510,Don Jones,United States,Murfreesboro,Tennessee,37130,Cassandra Brandow,FUR-FU-10001967,Furniture,Furnishings,Telescoping Adjustable Floor Lamp,0,15.99,1,0.2,1.0
327,US-2016-141544,8/30/2016,PO-18850,Patrick O'Brill,United States,Philadelphia,Pennsylvania,19143,Chuck Magee,TEC-PH-10003645,Technology,Phones,Aastra 57i VoIP phone,0,290.9,3,0.4,-67.88
328,US-2016-141544,8/30/2016,PO-18850,Patrick O'Brill,United States,Philadelphia,Pennsylvania,19143,Chuck Magee,OFF-ST-10000675,Office Supplies,Storage,"File Shuttle II and Handi-File, Black",0,54.22,2,0.2,3.39
329,US-2016-141544,8/30/2016,PO-18850,Patrick O'Brill,United States,Philadelphia,Pennsylvania,19143,Chuck Magee,FUR-CH-10003312,Furniture,Chairs,Hon 2090 Pillow Soft Series Mid Back Swivel/Tilt Chairs,0,786.74,4,0.3,-258.5
330,US-2016-141544,8/30/2016,PO-18850,Patrick O'Brill,United States,Philadelphia,Pennsylvania,19143,Chuck Magee,OFF-LA-10001074,Office Supplies,Labels,Round Specialty Laser Printer Labels,0,100.24,10,0.2,33.83
331,US-2016-141544,8/30/2016,PO-18850,Patrick O'Brill,United States,Philadelphia,Pennsylvania,19143,Chuck Magee,OFF-BI-10001524,Office Supplies,Binders,GBC Premium Transparent Covers with Diagonal Lined Pattern,0,37.76,6,0.7,-27.69
332,US-2016-150147,4/25/2016,JL-15850,John Lucas,United States,Philadelphia,Pennsylvania,19134,Chuck Magee,TEC-PH-10004614,Technology,Phones,AT&T 841000 Phone,0,82.8,2,0.4,-20.7
333,US-2016-150147,4/25/2016,JL-15850,John Lucas,United States,Philadelphia,Pennsylvania,19134,Chuck Magee,OFF-BI-10001153,Office Supplies,Binders,Ibico Recycled Grain-Textured Covers,0,20.72,2,0.7,-13.82
334,US-2016-150147,4/25/2016,JL-15850,John Lucas,United States,Philadelphia,Pennsylvania,19134,Chuck Magee,OFF-BI-10001982,Office Supplies,Binders,Wilson Jones Custom Binder Spines & Labels,0,4.9,3,0.7,-3.43
346,CA-2017-169901,6/15/2017,CC-12550,Clay Cheatham,United States,San Francisco,California,94122,Anna Andreadi,TEC-PH-10002293,Technology,Phones,Anker 36W 4-Port USB Wall Charger Travel Power Adapter for iPhone 5s 5c 5,0,47.98,3,0.2,4.8
377,US-2016-134656,9/28/2016,MM-18280,Muhammed MacIntyre,United States,Quincy,Illinois,62301,Kelly Williams,OFF-PA-10003039,Office Supplies,Paper,Xerox 1960,0,99.14,4,0.2,30.98
389,CA-2014-115973,11/24/2014,NG-18430,Nathan Gelder,United States,Cincinnati,Ohio,45231,Chuck Magee,OFF-AR-10004757,Office Supplies,Art,Crayola Colored Pencils,0,2.62,1,0.2,0.43
392,US-2014-135972,9/21/2014,JG-15115,Jack Garza,United States,Des Moines,Washington,98198,Anna Andreadi,TEC-PH-10003012,Technology,Phones,Nortel Meridian M3904 Professional Digital phone,0,246.38,2,0.2,27.72
393,US-2014-135972,9/21/2014,JG-15115,Jack Garza,United States,Des Moines,Washington,98198,Anna Andreadi,TEC-CO-10002313,Technology,Copiers,Canon PC1080F Personal Copier,0,1799.97,3,0.0,701.99
395,CA-2017-102946,6/30/2017,VP-21730,Victor Preis,United States,Las Vegas,Nevada,89115,Anna Andreadi,OFF-BI-10004492,Office Supplies,Binders,Tuf-Vin Binders,0,75.79,3,0.2,25.58
404,CA-2014-155208,4/16/2014,SP-20650,Stephanie Phelps,United States,Wilmington,North Carolina,28403,Cassandra Brandow,OFF-AR-10003478,Office Supplies,Art,"Avery Hi-Liter EverBold Pen Style Fluorescent Highlighters, 4/Pack",0,39.07,6,0.2,9.77
426,CA-2017-149160,11/23/2017,JM-15265,Janet Molinari,United States,Canton,Michigan,48187,Kelly Williams,FUR-FU-10003347,Furniture,Furnishings,Coloredge Poster Frame,0,28.4,2,0.0,11.08
427,CA-2017-149160,11/23/2017,JM-15265,Janet Molinari,United States,Canton,Michigan,48187,Kelly Williams,OFF-BI-10001543,Office Supplies,Binders,GBC VeloBinder Manual Binding System,0,287.92,8,0.0,138.2
428,CA-2014-101476,12/9/2014,SD-20485,Shirley Daniels,United States,New Rochelle,New York,10801,Chuck Magee,TEC-MA-10000029,Technology,Machines,"Epson WorkForce WF-2530 All-in-One Printer, Copier Scanner",0,69.99,1,0.0,30.1
434,CA-2016-127369,6/6/2016,DB-13060,Dave Brooks,United States,Lowell,Massachusetts,1852,Chuck Magee,OFF-ST-10003306,Office Supplies,Storage,Letter Size Cart,0,714.3,5,0.0,207.15
440,CA-2017-157252,1/20/2017,CV-12805,Cynthia Voltz,United States,New York City,New York,10024,Chuck Magee,FUR-CH-10003396,Furniture,Chairs,Global Deluxe Steno Chair,0,207.85,3,0.1,2.31
458,US-2016-157945,9/26/2016,NF-18385,Natalie Fritzler,United States,Decatur,Illinois,62521,Kelly Williams,FUR-CH-10002331,Furniture,Chairs,Hon 4700 Series Mobuis Mid-Back Task Chairs with Adjustable Arms,0,747.56,3,0.3,-96.11
459,US-2016-157945,9/26/2016,NF-18385,Natalie Fritzler,United States,Decatur,Illinois,62521,Kelly Williams,OFF-EN-10001415,Office Supplies,Envelopes,Staple envelope,0,8.93,2,0.2,3.35
469,CA-2017-154907,3/31/2017,DS-13180,David Smith,United States,Amarillo,Texas,79109,Kelly Williams,FUR-BO-10002824,Furniture,Bookcases,Bush Mission Pointe Library,0,205.33,2,0.32,-36.24
478,CA-2016-103891,12/7/2016,KH-16690,Kristen Hastings,United States,Los Angeles,California,90008,Anna Andreadi,TEC-PH-10000149,Technology,Phones,Cisco SPA525G2 IP Phone - Wireless,0,95.76,6,0.2,7.18
479,CA-2016-152632,10/27/2016,JE-15475,Jeremy Ellison,United States,Troy,New York,12180,Chuck Magee,FUR-FU-10002671,Furniture,Furnishings,Electrix 20W Halogen Replacement Bulb for Zoom-In Desk Lamp,0,40.2,3,0.0,19.3
482,CA-2014-134677,6/10/2014,XP-21865,Xylona Preis,United States,San Diego,California,92024,Anna Andreadi,TEC-AC-10001445,Technology,Accessories,Imation USB 2.0 Swivel Flash Drive USB flash drive - 4 GB - Pink,0,9.09,3,0.0,1.91
494,CA-2016-169166,9/5/2016,SS-20590,Sonia Sunley,United States,Seattle,Washington,98115,Anna Andreadi,TEC-AC-10000991,Technology,Accessories,Sony Micro Vault Click 8 GB USB 2.0 Flash Drive,0,93.98,2,0.0,13.16
495,US-2016-120929,3/18/2016,RO-19780,Rose O'Brian,United States,Memphis,Tennessee,38109,Cassandra Brandow,FUR-TA-10001857,Furniture,Tables,Balt Solid Wood Rectangular Table,0,189.88,3,0.4,-94.94
497,CA-2016-126158,7/25/2016,SC-20095,Sanjit Chand,United States,Costa Mesa,California,92627,Anna Andreadi,OFF-BI-10002498,Office Supplies,Binders,Clear Mylar Reinforcing Strips,0,119.62,8,0.2,40.37
498,CA-2016-126158,7/25/2016,SC-20095,Sanjit Chand,United States,Costa Mesa,California,92627,Anna Andreadi,FUR-FU-10004864,Furniture,Furnishings,"Howard Miller 14-1/2"" Diameter Chrome Round Wall Clock",0,255.76,4,0.0,81.84
499,CA-2016-126158,7/25/2016,SC-20095,Sanjit Chand,United States,Costa Mesa,California,92627,Anna Andreadi,FUR-CH-10002602,Furniture,Chairs,DMI Arturo Collection Mission-style Design Wood Chair,0,241.57,2,0.2,18.12
500,CA-2016-126158,7/25/2016,SC-20095,Sanjit Chand,United States,Costa Mesa,California,92627,Anna Andreadi,FUR-FU-10000073,Furniture,Furnishings,Deflect-O Glasstique Clear Desk Accessories,0,69.3,9,0.0,22.87
507,CA-2015-145352,3/16/2015,CM-12385,Christopher Martinez,United States,Atlanta,Georgia,30318,Cassandra Brandow,OFF-AR-10001662,Office Supplies,Art,Rogers Handheld Barrel Pencil Sharpener,0,2.74,1,0.0,0.74
508,CA-2015-145352,3/16/2015,CM-12385,Christopher Martinez,United States,Atlanta,Georgia,30318,Cassandra Brandow,OFF-AR-10003856,Office Supplies,Art,Newell 344,0,8.34,3,0.0,2.17
509,CA-2015-145352,3/16/2015,CM-12385,Christopher Martinez,United States,Atlanta,Georgia,30318,Cassandra Brandow,OFF-ST-10001228,Office Supplies,Storage,Personal File Boxes with Fold-Down Carry Handle,0,46.74,3,0.0,11.69
510,CA-2015-145352,3/16/2015,CM-12385,Christopher Martinez,United States,Atlanta,Georgia,30318,Cassandra Brandow,OFF-BI-10003527,Office Supplies,Binders,Fellowes PB500 Electric Punch Plastic Comb Binding Machine with Manual Bind,0,6354.95,5,0.0,3177.48
520,CA-2015-157812,3/22/2015,DB-13210,Dean Braden,United States,Houston,Texas,77041,Kelly Williams,TEC-AC-10000171,Technology,Accessories,"Verbatim 25 GB 6x Blu-ray Single Layer Recordable Disc, 25/Pack",1,18.39,1,0.2,5.29
521,CA-2015-157812,3/22/2015,DB-13210,Dean Braden,United States,Houston,Texas,77041,Kelly Williams,OFF-ST-10000736,Office Supplies,Storage,Carina Double Wide Media Storage Towers in Natural & Black,1,129.57,2,0.2,-25.91
522,CA-2015-157812,3/22/2015,DB-13210,Dean Braden,United States,Houston,Texas,77041,Kelly Williams,OFF-BI-10000285,Office Supplies,Binders,XtraLife ClearVue Slant-D Ring Binders by Cardinal,1,14.11,9,0.8,-21.17
